,lisa_night,lisa_morning_peak,lisa_morning_offpeak,lisa_lunch_hours,lisa_afternoon_offpeak,lisa_evening_peak,lisa_evening_offpeak,lisa_late_night
2085,HH,NS,NS,HH,NS,NS,NS,NS
2086,NS,LL,LL,NS,NS,LL,HH,NS
2087,NS,NS,LL,HH,NS,LL,NS,NS
2088,NS,NS,NS,LH,HL,LL,LL,NS
2089,LH,NS,HH,NS,NS,NS,NS,NS
2090,LH,NS,NS,NS,LL,NS,NS,LL
2091,LL,NS,LH,NS,NS,NS,NS,NS
2092,NS,NS,NS,NS,NS,NS,NS,NS
2093,NS,NS,NS,HH,HH,NS,NS,LL
2094,NS,NS,NS,LL,HH,NS,NS,NS
2095,NS,NS,LH,NS,NS,NS,NS,LL
2096,HH,NS,HH,NS,NS,NS,NS,NS
2097,NS,NS,NS,LL,LL,NS,HH,LL
2098,NS,NS,HH,NS,LL,NS,NS,NS
2099,NS,HH,LH,NS,NS,NS,NS,LL
2100,NS,NS,NS,LL,NS,NS,NS,LL
2101,LL,NS,NS,LL,LH,NS,NS,LL
2102,NS,NS,NS,NS,NS,NS,NS,NS
2103,NS,NS,NS,NS,NS,LL,NS,LH
2104,NS,NS,HH,NS,NS,HH,LL,NS
2105,HH,LL,NS,NS,LH,NS,NS,LL
2106,NS,NS,NS,NS,HH,NS,NS,LL
2107,NS,NS,NS,NS,NS,NS,NS,LL
2108,HH,NS,LL,LL,HH,NS,NS,NS
2109,NS,NS,NS,LL,LH,NS,LL,LL
2110,LL,NS,NS,LL,NS,NS,HH,LL
2111,HH,LL,NS,NS,NS,NS,NS,NS
2112,NS,HH,NS,NS,NS,NS,NS,LL
2113,NS,NS,NS,NS,NS,NS,LL,NS
2114,NS,NS,NS,NS,HH,LH,LL,NS
2115,NS,LL,NS,NS,NS,LH,LH,LL
2116,NS,LL,HH,NS,NS,NS,NS,NS
2117,NS,LH,NS,NS,NS,HH,LH,LH
2118,NS,NS,LL,NS,LL,HH,NS,NS
2119,NS,LH,LL,NS,NS,LL,NS,NS
2120,NS,NS,LL,HH,NS,NS,HH,LL
2121,NS,NS,LH,NS,LL,NS,NS,LH
2122,NS,NS,NS,NS,LL,LH,LL,NS
2123,LL,NS,NS,HL,NS,NS,HH,HH
2124,NS,LL,NS,NS,NS,NS,NS,NS
2125,NS,NS,NS,LL,NS,NS,NS,NS
2126,NS,NS,NS,HH,NS,NS,NS,LL
2127,LL,NS,NS,NS,NS,NS,NS,NS
2128,NS,NS,NS,NS,NS,HH,NS,NS
2129,NS,NS,HH,NS,LL,NS,HH,NS
2130,NS,NS,HH,NS,NS,HH,NS,HH
2131,NS,NS,NS,NS,NS,HH,NS,NS
2132,LL,NS,NS,NS,NS,LL,NS,NS
2133,NS,NS,NS,NS,NS,LL,HH,LL
2134,LH,NS,NS,LL,NS,LH,NS,LL
2135,NS,LH,LL,NS,NS,NS,LH,LL
2136,NS,NS,LH,NS,NS,NS,NS,NS
2137,NS,NS,NS,NS,LL,LL,NS,HH
2138,HH,NS,NS,NS,NS,LL,LH,LL
2139,NS,LH,NS,LL,NS,NS,NS,LH
2140,NS,LH,NS,NS,NS,LH,LL,LL
2141,NS,LL,NS,NS,HH,LL,NS,LL
2142,LL,NS,NS,NS,NS,NS,NS,LL
2143,NS,NS,NS,NS,NS,NS,NS,LL
2144,NS,NS,LL,NS,NS,HH,LL,LL
2145,HH,LL,NS,NS,NS,NS,LL,NS
2146,LL,LL,NS,LH,LL,NS,NS,NS
2147,LL,NS,NS,NS,HH,NS,NS,NS
2148,LL,NS,NS,NS,NS,NS,LL,NS
2149,NS,LL,LL,HH,NS,NS,HH,HH
2150,LL,HH,NS,HH,NS,NS,NS,NS
2151,NS,NS,NS,NS,NS,NS,NS,LL
2152,NS,NS,NS,NS,NS,NS,NS,LH
2153,NS,NS,NS,NS,NS,NS,NS,LH
2154,NS,NS,NS,NS,NS,NS,HH,LL
2155,NS,NS,NS,NS,LL,HH,NS,LL
2156,NS,NS,NS,LL,NS,NS,NS,NS
2157,NS,NS,NS,NS,NS,NS,NS,LL
2158,NS,NS,HH,NS,NS,NS,NS,LL
2159,HH,NS,NS,NS,NS,HH,NS,NS
2160,HH,NS,HH,NS,LL,HH,HH,LL
